,d_mean,d_std,d_max,d_min,d_peaks_num,d_peaks_mean,d_peaks_idx_mean,g_mean,g_std,g_max,g_min,g_argmax,g_peaks_num,g_peaks_mean,g_clpeak_idx,g_peaks_idx_mean,ud_mean,ud_std,ud_max,ud_min,ud_delta,ud_peaks_num,ud_peaks_mean,ug_mean,ug_std,ug_max,ug_min,ug_peaks_num,ug_peaks_mean,md_mean,md_std,md_max,md_min,md_peaks_num,md_peaks_mean,mg_mean,mg_std,mg_max,mg_min,mg_peaks_num,mg_peaks_mean,bd_mean,bd_std,bd_max,bd_min,bd_peaks_num,bd_peaks_mean,bg_mean,bg_std,bg_max,bg_min,bg_peaks_num,bg_peaks_mean,labels
95,2.3865,0.9385,4.825,1.272,1,2.519,120.0,-0.0099,0.0124,0.0495,-0.072,119,32,0.023,169,83.3125,3.4762,0.7177,4.825,2.527,2.298,2,3.632,-0.0193,0.0166,0.0495,-0.072,25,0.0259,2.1961,0.2745,2.612,1.762,2,2.5545,-0.0064,0.0069,0.012,-0.03,12,0.0107,1.4872,0.1391,1.752,1.272,0,0.0,-0.0041,0.0018,-0.001,-0.0115,1,0.0115,2
96,2.3466,0.9001,4.634,1.273,1,2.488,126.0,-0.0094,0.01,0.0205,-0.047,69,26,0.0153,147,99.1538,3.3933,0.6798,4.634,2.497,2.137,1,2.497,-0.0176,0.0119,0.0205,-0.047,19,0.0159,2.1683,0.2609,2.535,1.741,3,2.514,-0.0065,0.007,0.0185,-0.033,12,0.0113,1.4781,0.137,1.738,1.273,0,0.0,-0.0039,0.0016,0.0015,-0.009,1,0.0015,2
97,2.3448,0.9031,4.974,1.271,0,0.0,0.0,-0.0104,0.0124,0.0105,-0.096,0,24,0.0267,168,61.6667,3.3974,0.6949,4.974,2.46,2.514,0,0.0,-0.0214,0.0156,0.0075,-0.096,24,0.0256,2.1558,0.2339,2.451,1.755,4,2.427,-0.0058,0.0055,0.0105,-0.027,4,0.0159,1.481,0.1389,1.746,1.271,0,0.0,-0.004,0.0012,-0.001,-0.0075,0,0.0,2
98,2.372,0.939,4.831,1.262,1,4.831,5.0,-0.0097,0.011,0.0255,-0.0835,21,29,0.0215,190,73.3103,3.4737,0.7279,4.831,2.449,2.382,1,4.831,-0.0193,0.0139,0.0255,-0.0835,23,0.0237,2.158,0.2174,2.445,1.759,3,2.385,-0.0058,0.0054,0.013,-0.0165,7,0.011,1.4843,0.1434,1.753,1.262,0,0.0,-0.0041,0.0011,-0.0015,-0.0075,0,0.0,2
99,2.479,1.0181,4.805,1.298,0,0.0,0.0,-0.0092,0.0109,0.0285,-0.057,35,29,0.0187,201,82.5862,3.7081,0.75,4.805,2.586,2.219,1,4.805,-0.017,0.0154,0.0285,-0.057,28,0.02,2.1971,0.1906,2.577,1.833,3,2.266,-0.0063,0.0048,0.005,-0.0155,10,0.0094,1.5318,0.1539,1.825,1.298,0,0.0,-0.0044,0.0014,-0.001,-0.008,0,0.0,2
100,2.4829,0.9898,4.613,1.304,1,4.11,9.0,-0.0088,0.0179,0.144,-0.1055,14,33,0.0277,199,77.697,3.7056,0.6455,4.613,2.637,1.976,3,4.3467,-0.0155,0.0294,0.144,-0.1055,29,0.032,2.201,0.1944,2.628,1.859,2,2.2005,-0.0065,0.0055,0.01,-0.0205,13,0.012,1.542,0.1592,1.853,1.304,0,0.0,-0.0046,0.0015,-0.001,-0.0095,0,0.0,2
101,2.3825,0.9196,4.468,1.284,4,3.2355,96.0,-0.0081,0.0121,0.0535,-0.0785,25,36,0.0198,209,97.4444,3.5086,0.6303,4.468,2.532,1.936,3,4.3363,-0.0141,0.0188,0.0535,-0.0785,29,0.0234,2.124,0.1714,2.52,1.81,3,2.1107,-0.006,0.0056,0.0105,-0.0205,15,0.0102,1.515,0.152,1.802,1.284,0,0.0,-0.0044,0.0016,-0.001,-0.0095,2,0.001,2
102,2.3319,0.8925,4.407,1.27,2,3.258,100.0,-0.0088,0.01,0.0295,-0.0595,20,30,0.0168,211,112.5333,3.4163,0.6392,4.407,2.458,1.949,2,4.3595,-0.0164,0.0128,0.0185,-0.0595,24,0.0203,2.0806,0.1614,2.447,1.791,4,2.075,-0.0056,0.0067,0.0295,-0.0345,15,0.0115,1.4987,0.1476,1.776,1.27,0,0.0,-0.0043,0.0016,0.0005,-0.0095,0,0.0,2
103,2.2331,0.8209,4.39,1.259,1,1.979,168.0,-0.0087,0.009,0.015,-0.045,26,24,0.0161,188,93.75,3.2172,0.6221,4.39,2.338,2.052,0,0.0,-0.017,0.0106,0.01,-0.045,23,0.02,2.0067,0.1444,2.33,1.751,4,2.0037,-0.0049,0.005,0.015,-0.016,9,0.0092,1.4754,0.1406,1.741,1.259,0,0.0,-0.0041,0.0013,-0.0005,-0.0075,0,0.0,2
104,2.1802,0.7736,4.152,1.253,1,3.867,16.0,-0.0081,0.0084,0.017,-0.0485,21,17,0.0134,172,85.8235,3.1166,0.5671,4.152,2.309,1.843,1,3.867,-0.0154,0.01,0.017,-0.0485,23,0.0152,1.9573,0.1405,2.3,1.733,2,1.909,-0.0048,0.0051,0.0085,-0.0205,5,0.0115,1.4669,0.1372,1.729,1.253,0,0.0,-0.004,0.0016,-0.001,-0.0115,0,0.0,2
105,2.2937,0.8566,4.131,1.306,2,4.0445,21.0,-0.0076,0.0098,0.032,-0.0585,32,17,0.0171,260,107.4706,3.3628,0.5605,4.131,2.477,1.654,3,4.0573,-0.013,0.0145,0.032,-0.0585,19,0.0189,1.988,0.2201,2.474,1.739,3,1.754,-0.0059,0.005,0.007,-0.0235,6,0.0112,1.5302,0.1391,1.765,1.306,0,0.0,-0.0039,0.0021,0.0035,-0.012,5,0.0063,2
106,2.3477,0.9034,4.165,1.314,2,4.148,27.5,-0.0072,0.0109,0.042,-0.0685,42,24,0.017,167,85.5833,3.4905,0.5384,4.165,2.559,1.606,3,4.1083,-0.0114,0.017,0.042,-0.0685,17,0.0211,2.0164,0.2575,2.541,1.695,1,1.695,-0.0069,0.0054,0.0055,-0.0215,6,0.0077,1.5364,0.1351,1.741,1.314,1,1.741,-0.0034,0.0025,0.004,-0.011,3,0.0023,2
107,2.3009,0.878,4.104,1.308,4,3.3863,73.0,-0.0069,0.0121,0.052,-0.05,20,33,0.0203,267,95.8788,3.4097,0.5294,4.104,2.52,1.584,4,3.9985,-0.0106,0.0194,0.052,-0.05,25,0.0257,1.979,0.2582,2.514,1.606,0,0.0,-0.0075,0.0049,0.0085,-0.022,17,0.0112,1.514,0.1163,1.676,1.308,1,1.676,-0.0026,0.003,0.0075,-0.011,4,0.0041,2
108,2.2662,0.852,4.064,1.307,3,3.1077,88.6667,-0.0066,0.0144,0.086,-0.0655,24,26,0.0254,288,94.8846,3.3413,0.5154,4.064,2.487,1.577,3,3.9353,-0.0102,0.0235,0.086,-0.0655,28,0.0283,1.9577,0.2493,2.457,1.586,0,0.0,-0.0074,0.0045,0.004,-0.022,11,0.0096,1.4996,0.1056,1.648,1.307,2,1.6165,-0.0023,0.0048,0.031,-0.025,5,0.0098,2
109,2.1874,0.8093,3.943,1.296,1,3.692,12.0,-0.0068,0.01,0.0465,-0.052,33,27,0.0201,151,72.5556,3.2021,0.5128,3.943,2.389,1.554,2,3.8175,-0.0112,0.0153,0.0465,-0.052,21,0.0229,1.8981,0.2352,2.382,1.557,0,0.0,-0.0069,0.0034,0.0,-0.0185,9,0.0096,1.4621,0.0858,1.58,1.296,2,1.546,-0.0022,0.0032,0.0085,-0.0085,3,0.0047,2
110,2.0916,0.742,3.763,1.272,3,3.4867,21.3333,-0.0064,0.0144,0.09,-0.072,13,19,0.0271,201,59.2105,3.0234,0.4577,3.763,2.281,1.482,3,3.4867,-0.0109,0.0238,0.09,-0.072,21,0.0257,1.8368,0.2153,2.268,1.508,0,0.0,-0.0064,0.0029,-0.0005,-0.017,4,0.0094,1.4145,0.0652,1.504,1.272,2,1.461,-0.002,0.003,0.007,-0.008,0,0.0,2
111,2.0772,0.7409,3.72,1.275,0,0.0,0.0,-0.0053,0.0112,0.06,-0.047,1,19,0.0166,151,70.5263,3.0093,0.4436,3.72,2.269,1.451,2,3.5275,-0.0078,0.0184,0.06,-0.047,23,0.016,1.8325,0.2142,2.26,1.508,0,0.0,-0.0063,0.0031,0.0025,-0.016,4,0.007,1.3897,0.0537,1.504,1.275,3,1.4137,-0.0019,0.0028,0.0055,-0.0075,0,0.0,2
112,2.0961,0.786,3.618,1.256,2,3.563,25.5,-0.0063,0.0076,0.0235,-0.041,38,14,0.0144,43,37.2143,3.0867,0.4387,3.618,2.327,1.291,3,3.5723,-0.01,0.0113,0.0235,-0.041,15,0.0147,1.8579,0.2276,2.319,1.521,0,0.0,-0.0067,0.0027,-0.002,-0.014,1,0.0025,1.3439,0.0718,1.517,1.256,2,1.2995,-0.0022,0.0027,0.005,-0.008,1,0.0005,1
113,2.1375,0.8081,3.578,1.175,1,3.383,24.0,-0.006,0.0102,0.049,-0.0435,37,24,0.0184,86,47.1667,3.1604,0.3576,3.578,2.472,1.106,4,3.4385,-0.0077,0.0168,0.049,-0.0435,25,0.0184,1.9293,0.2544,2.436,1.547,0,0.0,-0.0076,0.0033,-0.0005,-0.022,4,0.0048,1.3226,0.113,1.541,1.175,1,1.175,-0.0028,0.0024,0.0045,-0.0075,0,0.0,1
114,2.1294,0.8066,3.589,1.133,3,3.467,24.6667,-0.0064,0.0099,0.0375,-0.0585,49,25,0.0193,88,50.4,3.1502,0.3557,3.589,2.453,1.136,4,3.4515,-0.0082,0.0164,0.0375,-0.0585,24,0.0201,1.9227,0.2527,2.441,1.542,0,0.0,-0.0076,0.0033,-0.0015,-0.016,4,0.0103,1.3152,0.1179,1.537,1.133,0,0.0,-0.0034,0.0013,-0.0005,-0.0075,0,0.0,1
115,2.0574,0.7667,3.482,1.117,2,3.4015,16.5,-0.0058,0.0094,0.0615,-0.041,12,24,0.0193,143,71.25,3.0237,0.3696,3.482,2.339,1.143,5,3.4058,-0.0073,0.0154,0.0615,-0.041,22,0.02,1.8571,0.2311,2.311,1.512,0,0.0,-0.0068,0.0038,0.0,-0.0265,5,0.0083,1.2914,0.1125,1.508,1.117,0,0.0,-0.0033,0.0011,-0.0005,-0.006,0,0.0,1
116,2.0273,0.7533,3.45,1.107,2,3.2905,15.5,-0.0059,0.0083,0.038,-0.0415,52,20,0.017,177,58.7,2.9736,0.3813,3.45,2.284,1.166,3,3.3437,-0.008,0.0135,0.038,-0.0415,20,0.0174,1.8293,0.2235,2.273,1.494,0,0.0,-0.0066,0.0031,0.0,-0.017,5,0.0093,1.279,0.1107,1.49,1.107,0,0.0,-0.0032,0.0015,0.0005,-0.007,0,0.0,1
117,1.9299,0.6857,3.304,1.088,1,3.168,9.0,-0.0055,0.0075,0.041,-0.033,17,13,0.0185,185,70.2308,2.7853,0.3682,3.304,2.151,1.153,2,3.236,-0.0077,0.0121,0.041,-0.033,16,0.019,1.7552,0.1985,2.14,1.439,0,0.0,-0.0059,0.003,0.001,-0.014,4,0.0093,1.2494,0.1009,1.438,1.088,0,0.0,-0.0029,0.0014,0.0005,-0.007,0,0.0,1
118,1.8618,0.6447,3.184,1.077,1,2.917,9.0,-0.0056,0.0079,0.042,-0.0395,13,14,0.0206,75,56.2857,2.6639,0.3573,3.184,2.072,1.112,2,3.0505,-0.0086,0.0129,0.042,-0.0395,16,0.0224,1.6949,0.1874,2.06,1.418,0,0.0,-0.0054,0.0024,-0.0015,-0.014,2,0.0017,1.2265,0.0967,1.412,1.077,0,0.0,-0.0028,0.0011,0.0,-0.0065,0,0.0,1
119,1.8347,0.6153,3.115,1.076,1,3.115,24.0,-0.005,0.0068,0.029,-0.0375,25,10,0.0157,140,54.5,2.5989,0.3328,3.115,2.051,1.064,1,3.115,-0.0069,0.0111,0.029,-0.0375,11,0.0154,1.6826,0.185,2.047,1.406,0,0.0,-0.0054,0.0026,0.0005,-0.0125,4,0.0076,1.2225,0.0954,1.402,1.076,0,0.0,-0.0027,0.0009,-0.0005,-0.006,0,0.0,1
120,1.8312,0.5978,3.129,1.089,1,3.129,22.0,-0.0049,0.0076,0.04,-0.037,13,13,0.0183,133,56.8462,2.5707,0.3334,3.129,2.025,1.104,1,3.129,-0.007,0.0125,0.04,-0.037,16,0.0183,1.6862,0.1757,2.014,1.419,0,0.0,-0.005,0.0025,0.0035,-0.016,3,0.0097,1.2368,0.0938,1.417,1.089,0,0.0,-0.0028,0.001,-0.0005,-0.007,0,0.0,1
121,1.861,0.5992,3.058,1.102,0,0.0,0.0,-0.0049,0.0066,0.0295,-0.033,32,8,0.0099,138,78.125,2.6067,0.3055,3.058,2.071,0.987,2,2.9455,-0.0066,0.0107,0.0295,-0.033,10,0.0109,1.7199,0.182,2.064,1.44,0,0.0,-0.0052,0.0028,0.001,-0.019,7,0.0091,1.2564,0.0961,1.436,1.102,0,0.0,-0.0028,0.001,0.002,-0.006,1,0.002,1
122,1.9093,0.5938,3.059,1.142,1,2.775,8.0,-0.0047,0.0076,0.0325,-0.034,53,19,0.0144,97,69.8947,2.6522,0.263,3.059,2.143,0.916,3,2.8643,-0.0059,0.0126,0.0325,-0.034,17,0.017,1.7783,0.1873,2.138,1.497,0,0.0,-0.0054,0.0026,0.002,-0.0125,3,0.0008,1.2975,0.1004,1.491,1.142,0,0.0,-0.0029,0.0011,0.0015,-0.0055,0,0.0,1
123,1.9227,0.5779,3.049,1.167,5,2.863,23.4,-0.0042,0.008,0.032,-0.036,51,13,0.0174,75,41.6154,2.6459,0.2407,3.049,2.172,0.877,5,2.863,-0.0043,0.0134,0.032,-0.036,18,0.0143,1.8006,0.1854,2.161,1.525,0,0.0,-0.0054,0.0025,0.0,-0.0135,0,0.0,1.3217,0.1022,1.519,1.167,0,0.0,-0.003,0.0011,0.0,-0.006,0,0.0,1
124,1.9227,0.5643,2.99,1.173,0,0.0,0.0,-0.0043,0.0082,0.051,-0.037,28,22,0.0145,81,56.2273,2.6277,0.226,2.99,2.179,0.811,3,2.8023,-0.0046,0.0138,0.051,-0.037,23,0.0159,1.8088,0.1856,2.17,1.525,0,0.0,-0.0054,0.0025,0.001,-0.0115,3,0.0023,1.3318,0.1029,1.522,1.173,0,0.0,-0.0029,0.0009,-0.001,-0.0055,0,0.0,1
125,1.9284,0.5561,3.027,1.186,2,2.704,13.0,-0.0041,0.0093,0.0425,-0.043,54,24,0.0136,90,67.0833,2.6234,0.2115,3.027,2.191,0.836,3,2.8117,-0.0039,0.0157,0.0425,-0.043,26,0.0158,1.819,0.1845,2.182,1.536,0,0.0,-0.0054,0.0024,0.0035,-0.0115,5,0.0016,1.3426,0.1044,1.531,1.186,0,0.0,-0.0029,0.0011,0.0,-0.007,0,0.0,1
126,1.9221,0.5425,2.944,1.177,4,2.708,23.25,-0.0039,0.0091,0.0375,-0.046,17,24,0.0146,185,68.375,2.5984,0.1925,2.944,2.193,0.751,6,2.7017,-0.0034,0.0154,0.0375,-0.046,23,0.0149,1.8241,0.1836,2.185,1.538,0,0.0,-0.0054,0.0024,0.0015,-0.0135,3,0.009,1.3438,0.1044,1.533,1.177,0,0.0,-0.003,0.001,-0.0005,-0.006,0,0.0,1
127,1.8982,0.5203,2.875,1.171,1,2.532,29.0,-0.0038,0.0084,0.0535,-0.0305,39,15,0.0177,87,35.6667,2.5439,0.1777,2.875,2.178,0.697,6,2.6143,-0.003,0.0142,0.0535,-0.0305,15,0.0177,1.8121,0.1799,2.162,1.534,0,0.0,-0.0053,0.0026,0.0,-0.014,0,0.0,1.3387,0.1036,1.53,1.171,0,0.0,-0.003,0.001,0.0,-0.0065,0,0.0,1
128,1.8982,0.5155,2.793,1.177,1,2.517,28.0,-0.0036,0.0072,0.0405,-0.0285,7,19,0.0124,109,59.7368,2.5381,0.1512,2.793,2.206,0.587,5,2.6024,-0.0024,0.0119,0.0405,-0.0285,21,0.0127,1.818,0.1876,2.194,1.537,0,0.0,-0.0055,0.0022,-0.001,-0.0125,2,0.007,1.3387,0.1012,1.533,1.177,0,0.0,-0.003,0.0013,0.001,-0.007,0,0.0,1
129,1.9254,0.5179,2.764,1.19,1,2.603,17.0,-0.0039,0.0056,0.018,-0.024,71,5,0.009,237,86.4,2.5646,0.1277,2.764,2.247,0.517,7,2.6123,-0.0029,0.009,0.018,-0.024,6,0.0105,1.8572,0.1955,2.237,1.557,0,0.0,-0.0057,0.002,-0.002,-0.0115,1,0.0105,1.3543,0.1041,1.549,1.19,0,0.0,-0.003,0.0016,0.0015,-0.007,1,0.0015,1
130,1.9494,0.4993,2.748,1.212,0,0.0,0.0,-0.003,0.0067,0.031,-0.0295,2,12,0.0102,107,55.0,2.5463,0.1063,2.748,2.315,0.433,7,2.5901,0.0006,0.0101,0.031,-0.0295,15,0.0088,1.9181,0.2169,2.367,1.597,0,0.0,-0.0065,0.0025,-0.002,-0.014,0,0.0,1.3838,0.1111,1.591,1.212,0,0.0,-0.0032,0.0011,-0.001,-0.007,0,0.0,1
131,1.9706,0.4768,2.7,1.232,2,2.3825,30.5,-0.0029,0.0062,0.02,-0.021,100,12,0.0103,115,72.3333,2.5037,0.1206,2.7,2.284,0.416,4,2.4533,0.0016,0.0083,0.02,-0.021,17,0.0096,1.9954,0.24,2.468,1.636,0,0.0,-0.007,0.0027,-0.001,-0.015,3,0.0055,1.4126,0.1167,1.631,1.232,0,0.0,-0.0034,0.001,-0.0015,-0.0055,0,0.0,1
132,1.9331,0.4519,2.623,1.224,4,2.3165,37.0,-0.0028,0.0077,0.0545,-0.0235,42,24,0.0103,201,98.875,2.4214,0.1333,2.623,2.205,0.418,7,2.3624,0.0014,0.0111,0.0545,-0.021,25,0.0121,1.9776,0.2399,2.433,1.623,1,2.433,-0.0066,0.0046,0.0145,-0.0235,10,0.0072,1.4004,0.1152,1.618,1.224,0,0.0,-0.0033,0.0012,-0.001,-0.0075,0,0.0,1
133,1.8884,0.4331,2.56,1.205,2,2.349,82.0,-0.0026,0.0074,0.0415,-0.027,37,24,0.0119,200,96.6667,2.36,0.1285,2.56,2.121,0.439,8,2.3526,0.0019,0.0106,0.0415,-0.0245,18,0.0136,1.9258,0.2255,2.384,1.589,0,0.0,-0.0066,0.0039,0.0015,-0.027,11,0.0088,1.3792,0.1114,1.585,1.205,0,0.0,-0.0032,0.0011,-0.001,-0.0055,0,0.0,1
134,1.8686,0.4235,2.546,1.198,2,2.335,57.0,-0.0026,0.007,0.038,-0.0225,37,20,0.0118,181,86.7,2.3293,0.1267,2.546,2.104,0.442,7,2.3674,0.0017,0.01,0.038,-0.0225,14,0.0142,1.9061,0.2194,2.338,1.58,0,0.0,-0.0062,0.0037,0.0045,-0.0215,8,0.0069,1.3705,0.1094,1.573,1.198,0,0.0,-0.0032,0.001,-0.0005,-0.006,0,0.0,1
135,1.8341,0.3932,2.439,1.193,1,2.141,44.0,-0.0025,0.0058,0.0205,-0.018,70,14,0.0092,189,83.7857,2.2462,0.1215,2.439,2.052,0.387,6,2.1897,0.0018,0.0078,0.0205,-0.0115,15,0.0094,1.891,0.2098,2.286,1.571,0,0.0,-0.006,0.0031,0.003,-0.018,9,0.0088,1.365,0.1092,1.568,1.193,0,0.0,-0.0031,0.001,-0.0005,-0.006,0,0.0,1
136,1.8345,0.3465,2.357,1.225,0,0.0,0.0,-0.0017,0.0053,0.019,-0.0175,7,4,0.0039,96,68.75,2.1006,0.1386,2.339,1.836,0.503,2,2.189,0.0042,0.004,0.019,-0.008,9,0.0073,1.9948,0.2203,2.357,1.644,1,2.357,-0.0058,0.0034,0.005,-0.0175,3,0.011,1.408,0.1187,1.639,1.225,0,0.0,-0.0035,0.0011,-0.002,-0.007,0,0.0,1
137,1.8253,0.3183,2.328,1.238,0,0.0,0.0,-0.0015,0.0055,0.0145,-0.015,144,8,0.0067,144,96.0,2.0028,0.1343,2.248,1.789,0.459,2,1.9325,0.0038,0.0044,0.0145,-0.0065,11,0.0075,2.038,0.2024,2.328,1.689,2,2.286,-0.0046,0.005,0.011,-0.015,5,0.0071,1.435,0.1257,1.683,1.238,0,0.0,-0.0037,0.0012,-0.001,-0.008,0,0.0,1
138,1.7936,0.2921,2.255,1.251,1,1.962,68.0,-0.0013,0.0061,0.028,-0.0185,62,17,0.0113,184,111.8235,1.9235,0.1343,2.156,1.722,0.434,10,1.9096,0.0036,0.0061,0.028,-0.012,14,0.0112,2.0159,0.1778,2.255,1.687,2,2.199,-0.0039,0.006,0.0195,-0.0185,9,0.0092,1.4413,0.1259,1.681,1.251,0,0.0,-0.0036,0.0015,-0.0005,-0.009,0,0.0,1
139,1.782,0.2856,2.231,1.244,3,2.0933,106.0,-0.0013,0.0061,0.031,-0.0155,84,18,0.0109,182,111.9444,1.8978,0.1355,2.166,1.706,0.46,7,1.9589,0.0037,0.0065,0.031,-0.0135,13,0.0084,2.0064,0.1751,2.231,1.687,2,2.219,-0.004,0.0054,0.0165,-0.0155,11,0.0096,1.4419,0.1278,1.683,1.244,0,0.0,-0.0037,0.0012,-0.0015,-0.008,0,0.0,1
140,1.7474,0.2721,2.199,1.242,0,0.0,0.0,-0.0011,0.0054,0.0235,-0.0135,89,12,0.0085,115,83.5,1.8434,0.1308,2.099,1.642,0.457,3,1.8377,0.0039,0.0046,0.0235,-0.0045,16,0.0074,1.9711,0.1685,2.199,1.669,2,2.197,-0.0036,0.005,0.01,-0.0135,5,0.0056,1.4276,0.1225,1.664,1.242,0,0.0,-0.0035,0.0015,-0.0005,-0.0095,0,0.0,1
141,1.7194,0.255,2.164,1.238,0,0.0,0.0,-0.0009,0.0049,0.0115,-0.0115,123,2,0.0045,95,94.5,1.7755,0.1237,2.002,1.582,0.42,1,1.653,0.0036,0.0029,0.0105,-0.0065,6,0.0046,1.9532,0.1489,2.164,1.668,2,2.108,-0.0028,0.0056,0.0115,-0.0115,0,0.0,1.4294,0.1252,1.66,1.238,0,0.0,-0.0036,0.0015,0.0005,-0.0085,1,0.005,1
142,1.7111,0.2469,2.144,1.234,0,0.0,0.0,-0.001,0.0049,0.0135,-0.0145,201,6,0.0068,201,184.6667,1.7379,0.117,1.964,1.57,0.394,0,0.0,0.0032,0.003,0.0135,-0.0035,3,0.007,1.9559,0.134,2.144,1.685,2,2.144,-0.0023,0.0058,0.013,-0.0145,5,0.0077,1.4396,0.1298,1.682,1.234,0,0.0,-0.0038,0.0014,0.002,-0.009,1,0.002,1
143,1.6893,0.2357,2.114,1.24,1,1.522,11.0,-0.0008,0.0049,0.015,-0.0115,114,6,0.0077,155,93.3333,1.6839,0.1145,1.882,1.521,0.361,4,1.628,0.0031,0.0034,0.015,-0.007,5,0.0098,1.9396,0.1186,2.114,1.698,1,2.114,-0.0016,0.0057,0.011,-0.0095,4,0.0051,1.4444,0.1301,1.689,1.24,0,0.0,-0.0038,0.0017,0.0,-0.0115,0,0.0,1
